timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_slots_used
1773711734,5092.8166666666675,166429984.0,5.0
1773711739,5092.8166666666675,166429984.0,5.0
1773711744,10274.050000000001,166429984.0,5.0
1773711749,10274.050000000001,166429984.0,5.0
1773711754,15060.166666666666,166429984.0,5.0
1773711759,15060.166666666666,166429984.0,5.0
1773711764,19740.716666666667,166429984.0,5.0
1773711769,19740.716666666667,166429984.0,5.0
1773711774,24580.783333333333,166429984.0,5.0
1773711779,24580.783333333333,166429984.0,5.0
1773711784,28806.733333333334,166429984.0,5.0
1773711789,28806.733333333334,166429984.0,5.0
1773711794,29177.716666666667,166429984.0,5.0
1773711799,29177.716666666667,166429984.0,5.0
1773711804,28472.783333333333,166429984.0,5.0
1773711809,28472.783333333333,166429984.0,5.0
1773711814,28332.133333333335,166429984.0,5.0
1773711819,28017.783333333336,166429984.0,5.0
1773711824,28016.416666666668,166429984.0,5.0
1773711829,28014.633333333335,166429984.0,5.0
1773711834,27734.76666666667,166429984.0,5.0
1773711839,27116.066666666666,166429984.0,5.0
1773711844,26634.799999999996,166429984.0,5.0
1773711849,25570.33333333333,166429984.0,5.0
1773711854,25009.75,166429984.0,5.0
1773711859,23774.966666666667,166429984.0,5.0
1773711864,23774.966666666667,166429984.0,5.0
1773711869,23576.466666666667,166429984.0,5.0
1773711874,23576.466666666667,166429984.0,5.0
1773711879,22438.55,166429984.0,5.0
1773711884,22438.55,166429984.0,5.0
1773711889,21115.0,166429984.0,5.0
1773711894,21115.0,166429984.0,5.0
1773711899,20785.833333333332,166429984.0,5.0
1773711904,20785.833333333332,166429984.0,7.0
1773711909,0.0,166429984.0,7.0
1773711914,0.0,0.0,7.0
1773711919,5370.633333333333,0.0,7.0
1773711924,5370.633333333333,0.0,7.0
1773711929,9709.983333333334,0.0,7.0
1773711934,13700.966666666667,0.0,7.0
1773711939,19825.4,0.0,7.0
1773711944,25849.4,0.0,7.0
1773711949,25849.4,0.0,7.0
1773711954,33558.583333333336,0.0,7.0
1773711959,33558.583333333336,0.0,7.0
1773711964,41562.700000000004,0.0,7.0
1773711969,41562.700000000004,0.0,7.0
