timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_gb,num_task_slots_used,avg_rocksdb_block_cache_hit_rate
1774354759.602,,,,0.698674109139473
1774354764.602,,,,0.6925771945944387
1774354769.602,,,,0.6887222096617395
1774354774.602,,,,0.6733490849572934
1774354779.602,,,,0.6610318429846868
1774354784.602,,,,0.6558044146053559
1774354789.602,,,0,0.6764234395171826
1774354794.602,,,0,0.6920462385530749
1774354799.602,,,0,0.7203320869659573
1774354804.602,,,0,NaN
1774354809.602,,,0,
1774354814.602,,,0,
1774354819.602,,,0,
1774354824.602,0,0,2,
1774354829.602,0,0.1550000011920929,2,
1774354834.602,1390.0333333333333,0.1550000011920929,2,NaN
1774354839.602,3230.3166666666666,0.1550000011920929,2,0.9616379658824481
1774354844.602,4662.75,0.1550000011920929,2,0.9730667966845442
1774354849.602,5578.083333333333,0.1550000011920929,2,0.9731482131797546
1774354854.602,6607.833333333333,0.1550000011920929,2,0.9752869009429278
1774354859.602,7292.216666666666,0.1550000011920929,2,0.972937413081892
1774354864.602,7923.766666666666,0.1550000011920929,2,0.9721278523135739
1774354869.602,8656.133333333333,0.1550000011920929,2,0.9732672475668761
1774354874.602,9291.333333333334,0.1550000011920929,2,0.9591227540506436
1774354879.602,9967.266666666666,0.1550000011920929,2,0.9593505417903238
1774354884.602,10683.966666666667,0.1550000011920929,2,0.9596298734230515
1774354889.602,11327.083333333334,0.1550000011920929,2,0.9587987178283859
1774354894.602,10662.016666666666,0.1550000011920929,2,0.9583202665879011
1774354899.602,9655.65,0.1550000011920929,2,0.9578247369944319
1774354904.602,8966.133333333333,0.1550000011920929,2,0.9573305081819057
1774354909.602,8566.733333333334,0.1550000011920929,2,0.9552107805718817
1774354914.602,8280.55,0.1550000011920929,2,0.9566983090740364
1774354919.602,8361.166666666666,0.1550000011920929,2,0.9581727197181311
1774354924.602,8346.766666666666,0.1550000011920929,2,0.9586249892292175
1774354929.602,8129.083333333333,0.1550000011920929,2,0.9675734707874537
1774354934.602,8066.733333333334,0.1550000011920929,2,0.9683804805393942
1774354939.602,7904.116666666667,0.1550000011920929,2,0.9686558659084678
1774354944.602,7698.016666666666,0.1550000011920929,2,0.9519157359864908
1774354949.602,7751.3,0.1550000011920929,2,0.9535992442927996
1774354954.602,7707.566666666667,0.1550000011920929,2,0.9539734402984175
1774354959.602,7581.4,0.1550000011920929,2,0.9531107007346237
1774354964.602,7662.333333333333,0.1550000011920929,2,0.9532913950168126
1774354969.602,7952.083333333333,0.1550000011920929,2,0.9518183658837595
1774354974.602,7773.05,0.1550000011920929,2,0.9483202282661032
1774354979.602,7605,0.1550000011920929,2,0.9454240158916929
1774354984.602,7619.683333333333,0.1550000011920929,2,0.9440875274392363
1774354989.602,7760.5,0.1550000011920929,2,0.9430702719825852
1774354994.602,7596.316666666667,0.1550000011920929,2,0.9403897328007749
1774354999.602,7571.566666666667,0.1550000011920929,2,0.9602017255391636
1774355004.602,7574.35,0.1550000011920929,2,0.9593748376937167
1774355009.602,0,0.4650000035762787,4,0.9585383991064469
1774355014.602,0,0.4650000035762787,4,NaN
1774355019.602,4352.683333333333,0.4650000035762787,4,NaN
1774355024.602,8261.15,0.4650000035762787,4,0.9449287632272327
1774355029.602,11689.233333333334,0.4650000035762787,4,0.9649885848321365
1774355034.602,14334.566666666668,0.4650000035762787,4,0.9660931127517929
1774355039.602,16747.166666666668,0.4650000035762787,4,0.9703859150401284
1774355044.602,19239.25,0.4650000035762787,4,0.9725924658665218
1774355049.602,20976.333333333332,0.4650000035762787,4,0.9728322404572193
1774355054.602,22102.583333333332,0.4650000035762787,4,0.9707693510011611
1774355059.602,23730.233333333334,0.4650000035762787,4,0.9733460445837656
1774355064.602,25204.55,0.4650000035762787,4,0.9724767408630934
1774355069.602,26692.166666666668,0.4650000035762787,4,0.9660244002974216
1774355074.602,28151.1,0.4650000035762787,4,0.9580456704144016
1774355079.602,25627.666666666668,0.4650000035762787,4,0.9581333910314249
1774355084.602,23643.566666666666,0.4650000035762787,4,0.9596717575612568
1774355089.602,21869.1,0.4650000035762787,4,0.9598876748512193
1774355094.602,21135.266666666666,0.4650000035762787,4,0.957473398359165
1774355099.602,20591.916666666668,0.4650000035762787,4,0.9551717261921975
1774355104.602,19996.1,0.4650000035762787,4,0.9551010972324621
1774355109.602,19994.366666666665,0.4650000035762787,4,0.9561238226347877
1774355114.602,20074.566666666666,0.4650000035762787,4,0.9537334318436235
1774355119.602,19919.65,0.4650000035762787,4,0.954255270427784
1774355124.602,19898,0.4650000035762787,4,0.9599017854845165
1774355129.602,19690.016666666666,0.4650000035762787,4,0.9662711114133693
1774355134.602,19444.65,0.4650000035762787,4,0.9669635752460788
1774355139.602,18671.5,0.4650000035762787,4,0.9661861259560003
1774355144.602,17751.983333333334,0.4650000035762787,4,0.9659349393469915
1774355149.602,17282.75,0.4650000035762787,4,0.9666436781323147
1774355154.602,16286.166666666666,0.4650000035762787,4,0.9669303425847557
1774355159.602,15341.05,0.4650000035762787,4,0.9661063201016429
1774355164.602,14532.983333333334,0.4650000035762787,4,0.9589973090562072
1774355169.602,13670.416666666666,0.4650000035762787,4,0.94828379855066
1774355174.602,13785.216666666667,0.4650000035762787,4,0.9424145991357675
1774355179.602,13769.7,0.4650000035762787,4,0.9424174704981623
1774355184.602,13890.816666666668,0.4650000035762787,4,0.9440974191594389
1774355189.602,14274.916666666666,0.4650000035762787,4,0.9440403903321853
1774355194.602,,0,4,0.9416411901885825
1774355199.602,0,0.4650000035762787,8,0.9390026093138897
1774355204.602,0,1.0850000083446503,9,NaN
1774355209.602,2145.2,1.2400000095367432,9,NaN
1774355214.602,7580.416666666667,1.2400000095367432,9,NaN
1774355219.602,12697.283333333333,1.2400000095367432,9,NaN
1774355224.602,16879.15,1.2400000095367432,9,NaN
1774355229.602,21046.433333333334,1.2400000095367432,9,0.9525365170277116
1774355234.602,25214.15,1.2400000095367432,9,0.967324380447821
1774355239.602,29380.533333333333,1.2400000095367432,9,0.968730914274458
1774355244.602,33548.46666666667,1.2400000095367432,9,0.9723614492597463
1774355249.602,37712.816666666666,1.2400000095367432,9,0.9718870263473824
1774355254.602,41882.48333333333,1.2400000095367432,9,0.9734391102951133
1774355259.602,46031.316666666666,1.2400000095367432,9,0.9751257306385006
1774355264.602,50216.65,1.2400000095367432,9,0.9750628839851502
1774355269.602,51901.48333333333,1.2400000095367432,9,0.9758309654627333
1774355274.602,50727.7,1.2400000095367432,9,0.9761526954429413
1774355279.602,49839.566666666666,1.2400000095367432,9,0.9765960545502832
1774355284.602,49729.55,1.2400000095367432,9,0.9769429834652719
1774355289.602,49501.21666666667,1.2400000095367432,9,0.9759306776666042
1774355294.602,49060.96666666667,1.2400000095367432,9,0.9672702881528521
