timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_gb,num_task_slots_used,avg_rocksdb_block_cache_hit_rate
1774365932.455,,,0,
1774365937.455,,,0,
1774365942.455,,,0,
1774365947.455,,0,0,
1774365952.455,0,0.1550000011920929,5,
1774365957.455,0,0.1550000011920929,5,NaN
1774365962.455,2377.8333333333335,0.1550000011920929,5,0.34393638170974156
1774365967.455,4486.45,0.1550000011920929,5,0.5147377546597313
1774365972.455,6345.233333333334,0.1550000011920929,5,0.6314213677907342
1774365977.455,8152.8166666666675,0.1550000011920929,5,0.5914905570681533
1774365982.455,10449.65,0.1550000011920929,5,0.6505788763406491
1774365987.455,12450.533333333333,0.1550000011920929,5,0.7201357671231102
1774365992.455,14464.5,0.1550000011920929,5,0.6550457210061357
1774365997.455,16596.6,0.1550000011920929,5,0.6854528834564265
1774366002.455,18875.600000000002,0.1550000011920929,5,0.6915944149222263
1774366007.455,20890.8,0.1550000011920929,5,0.6574984065317023
1774366012.455,23123.016666666666,0.1550000011920929,5,0.6617455287862963
1774366017.455,25087.95,0.1550000011920929,5,0.6559548005193652
1774366022.455,24934.350000000002,0.1550000011920929,5,0.6650821971991814
1774366027.455,24809.9,0.1550000011920929,5,0.6804440739782646
1774366032.455,25077.566666666666,0.1550000011920929,5,0.6659078868949077
1774366037.455,25512.000000000004,0.1550000011920929,5,0.6567403097328268
1774366042.455,25265.98333333333,0.1550000011920929,5,0.6742741968321185
1774366047.455,25307.65,0.1550000011920929,5,0.6532065737601194
1774366052.455,25402.699999999997,0.1550000011920929,5,0.6571754350870175
1774366057.455,25417.76666666667,0.1550000011920929,5,0.6584140542782742
1774366062.455,25125.1,0.1550000011920929,5,0.6564124880051773
1774366067.455,25234.88333333333,0.1550000011920929,5,0.670657017575131
1774366072.455,25227.583333333336,0.1550000011920929,5,0.640419154895551
1774366077.455,25273.050000000003,0.1550000011920929,5,0.6417679970433364
1774366082.455,25252.816666666666,0.1550000011920929,5,0.6339036168177128
1774366087.455,25240.066666666666,0.1550000011920929,5,0.6435324391983553
1774366092.455,25128.4,0.1550000011920929,5,0.6477594736083762
1774366097.455,25070.616666666665,0.1550000011920929,5,0.6411721083818972
1774366102.455,24897.283333333333,0.1550000011920929,5,0.6341940532081378
1774366107.455,24885.516666666666,0.1550000011920929,5,0.6264024260443821
1774366112.455,24892.85,0.1550000011920929,5,0.6431045083034899
1774366117.455,24691.233333333334,0.1550000011920929,5,0.6280243846468516
1774366122.455,24863.15,0.1550000011920929,5,0.631796817019873
1774366127.455,24771.516666666666,0.1550000011920929,5,0.6440043688007367
1774366132.455,24662.483333333334,0.1550000011920929,5,0.6204230333213833
1774366137.455,0,0,5,0.6158568451691859
1774366142.455,0,0.181640625,7,0.6197957777360146
1774366147.455,1594.15,0.181640625,7,NaN
1774366152.455,4687.55,0.181640625,7,0.45792709679874716
1774366157.455,7772.616666666667,0.181640625,7,0.4808720153854954
1774366162.455,10583.55,0.181640625,7,0.45464713431052184
1774366167.455,13942.45,0.181640625,7,0.467101343855844
1774366172.455,16778.816666666666,0.181640625,7,0.4659985709619957
1774366177.455,20049.68333333333,0.181640625,7,0.44899963561419176
1774366182.455,22425.36666666667,0.181640625,7,0.46411394429573494
1774366187.455,24853.45,0.181640625,7,0.44677982354064955
1774366192.455,27108.333333333332,0.181640625,7,0.45037541594843555
1774366197.455,29290.13333333333,0.181640625,7,0.4379066101924889
1774366202.455,31928.566666666666,0.181640625,7,0.4631547923670211
1774366207.455,33615.35,0.181640625,7,0.4576948397047127
1774366212.455,33942.88333333333,0.181640625,7,0.4621160220817435
1774366217.455,34296.53333333333,0.181640625,7,0.46624048490410963
1774366222.455,34408.95,0.181640625,7,0.4644537686683084
1774366227.455,33741.1,0.181640625,7,0.4703312719729062
1774366232.455,33861.916666666664,0.181640625,7,0.4756437191573093
1774366237.455,33533.38333333333,0.181640625,7,0.47227721613173823
1774366242.455,34152.48333333333,0.181640625,7,0.4776353572763827
1774366247.455,34410.28333333333,0.181640625,7,0.4896328461054128
1774366252.455,35225.95,0.181640625,7,0.49730996650640746
1774366257.455,35276.433333333334,0.181640625,7,0.4879927211321535
1774366262.455,36056.333333333336,0.181640625,7,0.4869362378150517
1774366267.455,36139,0.181640625,7,0.4892424403897573
1774366272.455,35964.81666666667,0.181640625,7,0.49280108212442153
1774366277.455,35605.18333333333,0.181640625,7,0.4975068521659394
1774366282.455,36178.46666666667,0.181640625,7,0.4988576936576561
1774366287.455,36625.61666666667,0.181640625,7,0.4948730799868416
1774366292.455,37226.45,0.181640625,7,0.4940051326192483
1774366297.455,37378.46666666667,0.181640625,7,0.49453884171730533
1774366302.455,37643.683333333334,0.181640625,7,0.4963439022485223
1774366307.455,37705.100000000006,0.181640625,7,0.5086795210211179
1774366312.455,38134.950000000004,0.181640625,7,0.5076851454172824
1774366317.455,,0,7,0.5152714303271865
1774366322.455,,0,4,0.5175997687765405
1774366327.455,,0,4,0.522886969973676
1774366332.455,,0,17,0.5210094955833536
1774366337.455,,0,16,0.5256300483036453
1774366342.455,,0,16,0.5295902360795594
1774366347.455,,0,16,0.5356708840828261
1774366352.455,,0,17,0.5503559229656997
1774366357.455,,0,16,0.5503203276093792
1774366362.455,,0,17,0.5269961381445811
1774366367.455,,0.59765625,16,
1774366372.455,0,2.390625,17,NaN
1774366377.455,1474.4166666666667,3.884765625,17,NaN
1774366382.455,7510.116666666667,3.884765625,17,NaN
1774366387.455,14851.75,3.884765625,17,NaN
1774366392.455,22141.866666666665,3.884765625,17,NaN
1774366397.455,29412.516666666666,3.884765625,17,NaN
1774366402.455,35783.916666666664,3.884765625,17,NaN
1774366407.455,41961.28333333333,3.884765625,17,NaN
1774366412.455,48956.61666666667,3.884765625,17,NaN
1774366417.455,55020.34999999999,3.884765625,17,NaN
1774366422.455,61694.16666666667,3.884765625,17,NaN
1774366427.455,68069.88333333333,3.884765625,17,0.4890089122206578
1774366432.455,74781.98333333334,3.884765625,17,0.5152797648956
1774366437.455,79601.83333333333,3.884765625,17,0.5224640484380919
1774366442.455,79605.63333333333,3.884765625,17,0.5384221003705486
1774366447.455,78918.71666666667,3.884765625,17,0.5580417802192355
1774366452.455,78693.01666666666,3.884765625,17,0.565278848481842
1774366457.455,77271.29999999999,3.884765625,17,0.5581818949290569
1774366462.455,78203.13333333333,3.884765625,17,0.5473355234297073
1774366467.455,79111.36666666667,3.884765625,17,0.5146790108905531
1774366472.455,78969.70000000001,3.884765625,17,0.5190548988667911
1774366477.455,80040.56666666667,3.884765625,17,0.5020015566355092
1774366482.455,80183.48333333334,3.884765625,17,0.5120619669912647
1774366487.455,80853.7,3.884765625,17,0.5241584617871662
1774366492.455,81249.48333333334,3.884765625,17,0.5320395388658536
1774366497.455,82650.91666666666,3.884765625,17,0.5352668173951856
1774366502.455,83812.68333333333,3.884765625,17,0.5417182586320773
1774366507.455,84470.1,3.884765625,17,0.5703408793795224
1774366512.455,84474.08333333333,3.884765625,17,0.6300058452579924
1774366517.455,86379.08333333334,3.884765625,17,0.6967734654972999
1774366522.455,86790.61666666667,3.884765625,17,0.7523563545446846
1774366527.455,86274.83333333333,3.884765625,17,0.7300426586124561
1774366532.455,86882.96666666666,3.884765625,17,0.627809404650704
1774366537.455,87340.08333333334,3.884765625,17,0.5841153890700529
1774366542.455,88217.03333333333,3.884765625,17,0.49401953233046236
1774366547.455,88424.53333333333,3.884765625,17,0.47609541447069553
1774366552.455,88669.58333333333,3.884765625,17,0.43737388500389063
1774366557.455,88023.11666666667,3.884765625,17,0.4027719144632888
1774366562.455,88455.85,3.884765625,17,0.38682814612788147
1774366567.455,88744.38333333333,3.884765625,17,0.3820304836929125
1774366572.455,88746.65,3.884765625,17,0.374437272026267
1774366577.455,88053.45,3.884765625,17,0.41366616785104576
1774366582.455,87713.98333333334,3.884765625,17,0.4364644900509739
1774366587.455,88719.51666666666,3.884765625,17,0.579852873454482
1774366592.455,88488.88333333333,3.884765625,17,0.6272667842004154
1774366597.455,87779.01666666666,3.884765625,17,0.6492278995561781
1774366602.455,87518.7,3.884765625,17,0.6170302758737826
1774366607.455,87645.9,3.884765625,17,0.6341212559585866
1774366612.455,87615.81666666667,3.884765625,17,0.586367847324055
1774366617.455,88033.15,3.884765625,17,0.5750965873746293
1774366622.455,87917.66666666666,3.884765625,17,0.5294039305882043
1774366627.455,87276.38333333333,3.884765625,17,0.5294409017240398
1774366632.455,87406,3.884765625,17,0.48815768485244815
1774366637.455,87532.11666666667,3.884765625,17,0.44686633084220706
1774366642.455,87849.56666666667,3.884765625,17,0.4437246694440521
1774366647.455,87499.28333333333,3.884765625,17,0.43580928489046283
1774366652.455,87994.23333333334,3.884765625,17,0.4712880673964249
1774366657.455,88046.16666666666,3.884765625,17,0.5778674772849197
1774366662.455,88027.65,3.884765625,17,0.5948424628279834
1774366667.455,87819.65,3.884765625,17,0.6362331655445419
1774366672.455,88110.58333333334,3.884765625,17,0.5730127604948283
