timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_slots_used
1773718391,0.0,166429984.0,5.0
1773718396,0.0,166429984.0,5.0
1773718401,5781.25,166429984.0,5.0
1773718406,5781.25,166429984.0,5.0
1773718411,10313.516666666666,166429984.0,5.0
1773718416,10313.516666666666,166429984.0,5.0
1773718421,14849.833333333332,166429984.0,5.0
1773718426,14849.833333333332,166429984.0,5.0
1773718431,19486.566666666666,166429984.0,5.0
1773718436,19486.566666666666,166429984.0,5.0
1773718441,24094.266666666666,166429984.0,5.0
1773718446,24094.266666666666,166429984.0,5.0
1773718451,25269.3,166429984.0,5.0
1773718456,27876.483333333334,166429984.0,5.0
1773718461,27878.733333333334,166429984.0,5.0
1773718466,27872.983333333334,166429984.0,5.0
1773718471,27665.916666666664,166429984.0,5.0
1773718476,27209.816666666666,166429984.0,5.0
1773718481,27222.299999999996,166429984.0,5.0
1773718486,27249.38333333333,166429984.0,5.0
1773718491,26923.38333333333,166429984.0,5.0
1773718496,26197.166666666664,166429984.0,5.0
1773718501,25761.516666666666,166429984.0,5.0
1773718506,24797.88333333333,166429984.0,5.0
1773718511,24720.1,166429984.0,5.0
1773718516,24552.966666666667,166429984.0,5.0
1773718521,24552.966666666667,166429984.0,5.0
1773718526,22656.2,166429984.0,5.0
1773718531,22656.2,166429984.0,5.0
1773718536,21694.583333333332,166429984.0,5.0
1773718541,21694.583333333332,166429984.0,5.0
1773718546,21136.63333333333,166429984.0,5.0
1773718551,21136.63333333333,166429984.0,5.0
1773718556,20537.999999999996,166429984.0,5.0
1773718561,20537.999999999996,166429984.0,5.0
1773718566,20062.36666666667,166429984.0,5.0
1773718571,20062.36666666667,166429984.0,5.0
1773718576,0.0,166429984.0,7.0
1773718581,0.0,0.0,7.0
1773718586,1600.1666666666667,0.0,7.0
1773718591,3756.9166666666665,0.0,7.0
1773718596,8314.2,0.0,7.0
1773718601,12290.466666666667,0.0,7.0
1773718606,16287.683333333332,0.0,7.0
1773718611,20360.55,0.0,7.0
1773718616,24619.966666666667,0.0,7.0
1773718621,28720.36666666667,0.0,7.0
1773718626,32658.266666666666,0.0,7.0
1773718631,36448.05,0.0,7.0
1773718636,36448.05,0.0,7.0
1773718641,44171.183333333334,0.0,7.0
1773718646,44171.183333333334,0.0,7.0
1773718651,48097.73333333334,0.0,7.0
1773718656,48097.73333333334,0.0,7.0
1773718661,45868.13333333334,0.0,7.0
1773718666,45868.13333333334,0.0,7.0
1773718671,45045.299999999996,0.0,7.0
1773718676,45045.299999999996,0.0,7.0
1773718681,44868.25,0.0,7.0
1773718686,44868.25,0.0,7.0
1773718691,44713.76666666667,0.0,7.0
1773718696,44713.76666666667,0.0,7.0
1773718701,44231.916666666664,0.0,7.0
1773718706,44231.916666666664,0.0,7.0
1773718711,42282.03333333333,0.0,7.0
1773718716,42282.03333333333,0.0,7.0
1773718721,40622.433333333334,0.0,7.0
1773718726,40622.433333333334,0.0,7.0
1773718731,40018.666666666664,0.0,7.0
1773718736,40018.666666666664,0.0,7.0
1773718741,39167.700000000004,0.0,7.0
1773718746,38897.816666666666,0.0,7.0
1773718751,38298.65,0.0,7.0
1773718756,38138.350000000006,0.0,7.0
1773718761,36845.350000000006,0.0,7.0
1773718766,35890.48333333334,0.0,7.0
1773718771,35890.48333333334,0.0,7.0
1773718776,35890.48333333334,0.0,8.0
1773718781,35890.48333333334,0.0,10.0
1773718786,0.0,44040192.0,10.0
1773718791,55.63333333333333,44040192.0,10.0
1773718796,802.7,44040192.0,10.0
1773718801,829.5,44040192.0,10.0
1773718806,1158.9,44040192.0,10.0
1773718811,1158.9,44040192.0,10.0
1773718816,1531.9833333333333,44040192.0,10.0
1773718821,1531.9833333333333,44040192.0,10.0
1773718826,1843.45,44040192.0,10.0
1773718831,1843.45,44040192.0,10.0
1773718836,2115.9500000000003,44040192.0,10.0
